name,playcount,listeners,mbid,url,streamable
Lacuna Coil,42003717,829338,6fea1339-260c-40fe-bb7a-ace5c8438955,https://www.last.fm/music/Lacuna+Coil,0
Meek Mill,15212047,829279,31bcadcc-e1da-4cad-bec8-2f4f1d41b095,https://www.last.fm/music/Meek+Mill,0
Poison,10094622,828356,c79c43d4-cbed-4373-89ce-6560f62eb7d8,https://www.last.fm/music/Poison,0
Orchestral Manoeuvres in the Dark,12718886,827074,6d072aa8-c851-49c5-92f9-cbca05f4bed9,https://www.last.fm/music/Orchestral+Manoeuvres+in+the+Dark,0
Gary Jules,8625019,826669,3d65bead-6eae-4012-8665-d5f593ea4a62,https://www.last.fm/music/Gary+Jules,0
Edvard Grieg,8226146,825158,013c8e5b-d72a-4cd3-8dee-6c64d6125823,https://www.last.fm/music/Edvard+Grieg,0
Fat Joe,5825407,824747,c967edde-0449-4c25-bcfb-7e85d11c5307,https://www.last.fm/music/Fat+Joe,0
Starsailor,11112122,823437,fbd86487-ccb5-4a57-a860-cc3d360b5115,https://www.last.fm/music/Starsailor,0
Madvillain,34086732,823211,4e024037-14b7-4aea-99ad-c6ace63b9620,https://www.last.fm/music/Madvillain,0
Steve Aoki,25345327,822185,a39acc4a-985e-4173-a9ed-f325f2d3bc1c,https://www.last.fm/music/Steve+Aoki,0
Kaskade,14455529,822127,29ed4a49-fb99-4a5c-8713-609cabe6f34a,https://www.last.fm/music/Kaskade,0
Jem,10357531,821690,ffab24b8-f82b-4a70-9737-e87fe797f6fd,https://www.last.fm/music/Jem,0
The Pretty Reckless,35233225,821525,54f8c12e-571c-4c5a-9f79-5336b39e84b0,https://www.last.fm/music/The+Pretty+Reckless,0
Ja Rule,5892269,821433,b504f625-4ef6-4a5a-81e8-870a61e8dc9c,https://www.last.fm/music/Ja+Rule,0
Matt Nathanson,11571239,820707,e28dbf43-a2d9-4651-908f-1879ad67d30e,https://www.last.fm/music/Matt+Nathanson,0
Matisyahu,19557040,820499,e8993e9d-9313-4447-ad23-791459a3790d,https://www.last.fm/music/Matisyahu,0
Dexys Midnight Runners,6042933,820043,ccce2053-7007-4c36-b1e7-f8fcf5023a12,https://www.last.fm/music/Dexys+Midnight+Runners,0
REO Speedwagon,7409914,819070,bdc70372-7e8a-4cb9-8d33-f036b3b7cdc1,https://www.last.fm/music/REO+Speedwagon,0
Aqua,9489807,819019,c2aa7d6f-ea94-4ee1-b138-deab27b280d3,https://www.last.fm/music/Aqua,0
Amos Lee,11533165,818633,332228ce-fe8c-4a5e-90e0-e1361553e5ff,https://www.last.fm/music/Amos+Lee,0
10cc,7317652,817214,f37c537b-3557-4031-bfd6-ab63ced32854,https://www.last.fm/music/10cc,0
Iyaz,5029849,816772,3bf30073-ce4e-4207-88d2-ad83677b0387,https://www.last.fm/music/Iyaz,0
Culture Club,6378556,816633,81435053-e1a2-48a4-adfd-e89f310c7b38,https://www.last.fm/music/Culture+Club,0
Meghan Trainor,16237412,816455,b2029169-2574-4305-820f-252a5fde3697,https://www.last.fm/music/Meghan+Trainor,0
Obie Trice,4648356,816330,c0f98b1d-1133-46d6-ab05-723a95cb5453,https://www.last.fm/music/Obie+Trice,0
Infected Mushroom,42832783,815041,eab76c9f-ff91-4431-b6dd-3b976c598020,https://www.last.fm/music/Infected+Mushroom,0
Adema,13979010,814557,e9e9109e-5914-48c8-a7e6-a95dd94bd345,https://www.last.fm/music/Adema,0
The Rasmus,22408310,813359,012e3432-71d3-4317-9ce5-b60cb6cdc38f,https://www.last.fm/music/The+Rasmus,0
Method Man,10174236,812742,94dbfe2e-ca48-4e08-a5a8-e1e74136c63d,https://www.last.fm/music/Method+Man,0
She & Him,31848256,812669,fb821608-35fd-4a45-a4b2-1a0537cee111,https://www.last.fm/music/She+&+Him,0
Skid Row,15966762,811869,6da0515e-a27d-449d-84cc-00713c38a140,https://www.last.fm/music/Skid+Row,0
Róisín Murphy,20475860,811405,4c56405d-ba8e-4283-99c3-1dc95bdd50e7,https://www.last.fm/music/R%C3%B3is%C3%ADn+Murphy,0
Haddaway,5069047,811031,6508cf1d-4da2-4d71-81ec-0e072338991f,https://www.last.fm/music/Haddaway,0
The Avalanches,25976387,810922,a6623d39-2d8e-4f70-8242-0a9553b91e50,https://www.last.fm/music/The+Avalanches,0
Rudimental,14335706,810634,b09ced80-aa65-43c1-9aa7-58b1e982eada,https://www.last.fm/music/Rudimental,0
Don Henley,6365698,810530,b2c2d4fe-8c1e-44ec-8be6-ff500e105a90,https://www.last.fm/music/Don+Henley,0
Lindsay Lohan,9900645,810502,63b43c69-b822-4268-bdad-bcde12531f50,https://www.last.fm/music/Lindsay+Lohan,0
Cocteau Twins,38088931,809066,000fc734-b7e1-4a01-92d1-f544261b43f5,https://www.last.fm/music/Cocteau+Twins,0
LL Cool J,6515926,808099,a4dd0e77-83b8-4e92-89b7-effb0e47fd8c,https://www.last.fm/music/LL+Cool+J,0
The Futureheads,10767951,808027,0cf9d983-aecf-4d57-9e94-fde2beac014f,https://www.last.fm/music/The+Futureheads,0
Madeleine Peyroux,12000896,806362,7f260b9c-bea7-469b-9ba8-0daec7d2c85c,https://www.last.fm/music/Madeleine+Peyroux,0
Sugarcult,13162117,806290,0cc9e56e-a623-47ea-b5f2-1a1757cc2426,https://www.last.fm/music/Sugarcult,0
Thelonious Monk,13482956,805300,8e8c7417-c905-46b1-b42a-5260b4274ed4,https://www.last.fm/music/Thelonious+Monk,0
Tim McGraw,11232445,804178,7e5cfc9a-e9e1-46f1-b81a-861b12049488,https://www.last.fm/music/Tim+McGraw,0
Mayday Parade,28704077,803781,39076047-fce8-44cc-a388-4f6baba4acb4,https://www.last.fm/music/Mayday+Parade,0
The Magnetic Fields,39215120,801710,3ff72a59-f39d-411d-9f93-2d4a86413013,https://www.last.fm/music/The+Magnetic+Fields,0
Jamie Foxx,5854838,800809,15a5da16-8b89-4047-aefe-81473c97b5b2,https://www.last.fm/music/Jamie+Foxx,0
Scooter,21283858,800695,ecfb0632-bc69-4796-99c5-fad5e7f91fcc,https://www.last.fm/music/Scooter,0
Michelle Branch,11235146,799825,a10f94a9-2a3c-4166-b9fa-a7bed0bf7d96,https://www.last.fm/music/Michelle+Branch,0
Rita Ora,15927483,799115,c9dd033c-0270-463c-b3ec-f4b7712486fe,https://www.last.fm/music/Rita+Ora,0
Stromae,18199115,798063,ab2528d9-719f-4261-8098-21849222a0f2,https://www.last.fm/music/Stromae,0
Nena,6734221,798026,c954d136-c7fd-4fd9-8bb0-fb0491fc6a02,https://www.last.fm/music/Nena,0
The Turtles,6322649,797816,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,https://www.last.fm/music/The+Turtles,0
John Mellencamp,8157210,797692,0aad6b52-fd93-4ea4-9c5d-1f66e1bc9f0a,https://www.last.fm/music/John+Mellencamp,0
Alexi Murdoch,10026016,797681,750e9439-2e5d-4afd-92cc-d23183cd7606,https://www.last.fm/music/Alexi+Murdoch,0
Perry Como,5561007,797665,0182474b-8a1d-46d0-9d0f-e6df353335ea,https://www.last.fm/music/Perry+Como,0
Buzzcocks,13789310,796943,31e9c35b-2675-4632-8596-f9bd9286f6c8,https://www.last.fm/music/Buzzcocks,0
Chiddy Bang,9704836,796829,d452681b-41e0-46a0-bb17-e77d23dfc220,https://www.last.fm/music/Chiddy+Bang,0
Blake Shelton,10410926,795423,2ad66473-ccb3-41d2-8756-b56680cdfe62,https://www.last.fm/music/Blake+Shelton,0
Franz Liszt,8009082,795277,2cd475bb-1abd-40c4-9904-6d4b691c752c,https://www.last.fm/music/Franz+Liszt,0
2 Chainz,12953576,794077,dff0d392-4cd5-4052-9fbb-f485df3891e5,https://www.last.fm/music/2+Chainz,0
Sick Puppies,15034688,793906,86f78011-5087-48d2-8922-c381d2eb0c40,https://www.last.fm/music/Sick+Puppies,0
House of Pain,6056997,793099,c2d6a6fb-7999-4bb3-b2df-7d752fdf4e95,https://www.last.fm/music/House+of+Pain,0
Amerie,6535689,792212,56ef1af4-5184-49f8-a972-583f35c2485c,https://www.last.fm/music/Amerie,0
Darude,6348406,791996,9ffad8aa-b671-4a9a-a527-a95bdaaa0ec4,https://www.last.fm/music/Darude,0
Sarah Vaughan,7986411,791664,351d8bdf-33a1-45e2-8c04-c85fad20da55,https://www.last.fm/music/Sarah+Vaughan,0
Feeder,16373138,790643,88a4cd4e-5dee-4153-8462-0d5e43c75f47,https://www.last.fm/music/Feeder,0
Janelle Monáe,29636802,790555,ee190f6b-7d98-43ec-b924-da5f8018eca0,https://www.last.fm/music/Janelle+Mon%C3%A1e,0
ScHoolboy Q,28254843,790346,bce6d667-cde8-485e-b078-c0a05adea36d,https://www.last.fm/music/ScHoolboy+Q,0
Antony and the Johnsons,24379060,789811,90cc2464-234e-4da0-b39b-576f36e633bc,https://www.last.fm/music/Antony+and+the+Johnsons,0
Harry Styles,53784629,789033,,https://www.last.fm/music/Harry+Styles,0
Red,21595543,787272,f934452d-a26d-4fc9-88e6-188d721ae7a5,https://www.last.fm/music/Red,0
Jackson Browne,9039421,787082,88527d26-7496-47c5-8358-ebdb1868a90f,https://www.last.fm/music/Jackson+Browne,0
Paul Oakenfold,10237427,786533,7bf1f441-ccf1-4258-9797-07c8d16eb44c,https://www.last.fm/music/Paul+Oakenfold,0
Five for Fighting,8752959,786311,23eeaeaf-423d-4859-8c91-2175ece74287,https://www.last.fm/music/Five+for+Fighting,0
Phantogram,21475143,785895,dfe78af2-779e-4137-826a-3073a16e3278,https://www.last.fm/music/Phantogram,0
Rick Astley,5932334,785631,db92a151-1ac2-438b-bc43-b82e149ddd50,https://www.last.fm/music/Rick+Astley,0
French Montana,9489393,785311,45dc5f07-6609-4760-a933-8c9e0f858d05,https://www.last.fm/music/French+Montana,0
Mac DeMarco,53677652,785224,f2492c31-54a8-4347-a1fc-f81f72873bbf,https://www.last.fm/music/Mac+DeMarco,0
Kid Rock,9473737,784249,ad0ecd8b-805e-406e-82cb-5b00c3a3a29e,https://www.last.fm/music/Kid+Rock,0
Little Mix,50015074,782599,38f59974-2f4d-4bfa-b2e3-d2696de1b675,https://www.last.fm/music/Little+Mix,0
Aqualung,10168886,782323,1b3e92d4-1c68-412d-a92d-1172f24f7de3,https://www.last.fm/music/Aqualung,0
Aimee Mann,15360389,781945,db3c0a20-bf05-4b30-ac22-f294aea24172,https://www.last.fm/music/Aimee+Mann,0
Thomas Newman,18276449,781722,348f3a5f-5112-4d72-b33b-11c60b4f9af2,https://www.last.fm/music/Thomas+Newman,0
Reel Big Fish,24364617,781267,5e5480be-eded-44ad-9c45-f6136ec2f5db,https://www.last.fm/music/Reel+Big+Fish,0
Plies,4493407,780210,72f62a4c-0042-49f6-b4dc-2f5b27dd289f,https://www.last.fm/music/Plies,0
Dinah Washington,6538954,780019,d385947d-c00d-4311-9cf1-a032a1d4040b,https://www.last.fm/music/Dinah+Washington,0
Stan Getz,11314931,778992,8f2422ab-0ec6-4c92-80c4-afe9622fab32,https://www.last.fm/music/Stan+Getz,0
Luther Vandross,6188974,778049,816d9b5d-eaf9-4a97-b5f7-6e82cd01aafe,https://www.last.fm/music/Luther+Vandross,0
Toro y Moi,32148665,778005,3a6d6481-142d-423f-91d4-55bbfff318ed,https://www.last.fm/music/Toro+y+Moi,0
Three 6 Mafia,12179270,777632,a8754ac4-a85e-4f48-a81f-eecd482570ef,https://www.last.fm/music/Three+6+Mafia,0
Rogue Wave,10551853,777050,6aa55ee1-4c46-4f7c-9a6d-5051dfe2c06d,https://www.last.fm/music/Rogue+Wave,0
Metro Station,13108369,777046,ab7ebf8c-059f-4071-93b1-dd3ae80d60b2,https://www.last.fm/music/Metro+Station,0
Jurassic 5,16380788,775159,11c6b106-1c1f-429d-8407-b1ee155d7f72,https://www.last.fm/music/Jurassic+5,0
Underoath,37654139,774840,674a7e8c-9682-419a-8e05-2358e28b5359,https://www.last.fm/music/Underoath,0
Édith Piaf,14693268,774721,4f8ef4a3-40fa-46b5-8773-97686a8424f4,https://www.last.fm/music/%C3%89dith+Piaf,0
The Head and the Heart,14672554,774356,98cb416e-5271-484c-ab3b-6bed6b4aae12,https://www.last.fm/music/The+Head+and+the+Heart,0
The New Pornographers,27787317,773647,25b75a66-ce83-4db3-b136-395a3c3784c4,https://www.last.fm/music/The+New+Pornographers,0
The Academy Is...,24352503,773280,eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac,https://www.last.fm/music/The+Academy+Is...,0
Silverstein,33067523,772720,d89de379-665d-425c-b2e9-41b95d1edb36,https://www.last.fm/music/Silverstein,0
The Whitest Boy Alive,21773331,772506,f83781c8-64f9-4657-85bd-51f74d195cfd,https://www.last.fm/music/The+Whitest+Boy+Alive,0
Thousand Foot Krutch,23715514,772247,1339fab0-3ad8-4b8e-afac-7b7ae34509c7,https://www.last.fm/music/Thousand+Foot+Krutch,0
MF DOOM,34376668,771447,188711ed-c99b-439c-844a-ca831f63a727,https://www.last.fm/music/MF+DOOM,0
Peaches,13309440,770356,3b1a5ad8-badd-4504-b37d-690835f13a0c,https://www.last.fm/music/Peaches,0
Girls Aloud,20496018,769323,a0b2f210-cd3a-453d-937d-e4f2658d17c7,https://www.last.fm/music/Girls+Aloud,0
Ben Folds Five,15454361,769193,abe2669a-a612-4bf6-9193-bb4f4b8a9088,https://www.last.fm/music/Ben+Folds+Five,0
The Cribs,16134574,769189,a3a92047-be1c-4f3e-8960-c4f8570984df,https://www.last.fm/music/The+Cribs,0
Atmosphere,33913755,769141,f77ff758-01ca-4fa5-acf8-cd741f986d1c,https://www.last.fm/music/Atmosphere,0
Crazy Town,6836264,768819,8996b655-fbad-4018-b430-1bd8fab43235,https://www.last.fm/music/Crazy+Town,0
Sophie Ellis-Bextor,14694844,767485,c4b87e45-c07a-460f-9c58-8d15328e2964,https://www.last.fm/music/Sophie+Ellis-Bextor,0
Yo Gotti,5059287,766596,b02ec63e-e78d-43e5-a594-462e95036e8d,https://www.last.fm/music/Yo+Gotti,0
James Vincent McMorrow,13039353,766030,3b7b1fd3-6952-4aa8-9467-40b105d1039b,https://www.last.fm/music/James+Vincent+McMorrow,0
Bad Company,8438919,765884,eba5d39f-8cb7-4d54-871d-297e5d7f1aad,https://www.last.fm/music/Bad+Company,0
Mr. Scruff,9701293,765054,234bab50-2f04-4d21-8f91-df93ef554855,https://www.last.fm/music/Mr.+Scruff,0
Antonín Dvořák,7383628,764903,819eaeb2-8dd8-48a5-ad07-0bcd137985ef,https://www.last.fm/music/Anton%C3%ADn+Dvo%C5%99%C3%A1k,0
John Frusciante,42813078,764293,f1571db1-c672-4a54-a2cf-aaa329f26f0b,https://www.last.fm/music/John+Frusciante,0
Harry Nilsson,8587785,764251,e5963d26-01fa-40f5-b200-e0127f410a45,https://www.last.fm/music/Harry+Nilsson,0
Relient K,24634088,764055,a49b5d41-7399-49ef-bcb8-a5779a30d2e9,https://www.last.fm/music/Relient+K,0
The Specials,12217939,761257,586c06cd-b81b-4a55-bcfc-7ce8078907f0,https://www.last.fm/music/The+Specials,0
múm,20680701,760855,2b64e811-cbcd-45f7-b29d-296444cad4f1,https://www.last.fm/music/m%C3%BAm,0
Tech N9ne,18382207,760024,dde3d9b1-0e44-48bc-b0c9-d739b3570000,https://www.last.fm/music/Tech+N9ne,0
Primus,22043313,759149,84dc4f23-c0b8-4fe1-bbca-a3993ddc8fc2,https://www.last.fm/music/Primus,0
Best Coast,25788861,758098,5ab8835e-ac44-4055-9c11-7878199606b5,https://www.last.fm/music/Best+Coast,0
Basshunter,15950561,757880,255e2420-5b02-452b-9771-0512ebe78090,https://www.last.fm/music/Basshunter,0
First Aid Kit,20728541,757598,e4466078-fb0f-4899-98a2-7c7dfeb14714,https://www.last.fm/music/First+Aid+Kit,0
Hurts,30755155,757479,fcd954c7-f327-446f-87a3-2c4b242c6f38,https://www.last.fm/music/Hurts,0
The Horrors,21464804,757299,fe563c67-8e92-416b-bd6e-b53a04a42568,https://www.last.fm/music/The+Horrors,0
Khalid,27781447,757018,c6bfb05d-f570-46c8-98e1-e25441189770,https://www.last.fm/music/Khalid,0
Cassie,6832530,756931,4a8ac23a-e27a-44db-814a-f8c31beb68e6,https://www.last.fm/music/Cassie,0
Bobby Darin,6057655,756520,1f223eed-aa38-49da-9e76-62ab3adc2e04,https://www.last.fm/music/Bobby+Darin,0
Frankie Goes to Hollywood,5714377,755869,c09c8263-40ef-4352-8031-e438b1ce68fc,https://www.last.fm/music/Frankie+Goes+to+Hollywood,0
Zayn,33740247,755362,,https://www.last.fm/music/Zayn,0
Spandau Ballet,6337790,754104,4c0d9acf-a8a1-4765-9c56-05f92f68c048,https://www.last.fm/music/Spandau+Ballet,0
Toby Keith,8972471,753946,2f951906-5629-4fef-a260-5033151c162a,https://www.last.fm/music/Toby+Keith,0
Charles Mingus,11986912,753729,f3b8e107-abe8-4743-b6a3-4a4ee995e71f,https://www.last.fm/music/Charles+Mingus,0
D'Angelo,13406842,753651,1e84ef87-440c-4857-ad46-2bfab071b5cb,https://www.last.fm/music/D%27Angelo,0
DragonForce,24974069,753529,ef58d4c9-0d40-42ba-bfab-9186c1483edd,https://www.last.fm/music/DragonForce,0
Ill Niño,20506383,753223,91e2e08f-abd7-44d6-9a84-b8a4afa8a265,https://www.last.fm/music/Ill+Ni%C3%B1o,0
Tosca,11973703,752887,7441591e-750c-484e-ae17-68427fdce7b7,https://www.last.fm/music/Tosca,0
They Might Be Giants,27842869,751668,183d6ef6-e161-47ff-9085-063c8b897e97,https://www.last.fm/music/They+Might+Be+Giants,0
Paul van Dyk,11665904,751569,092ca127-2e07-4cbd-9cba-e412b4ddddd9,https://www.last.fm/music/Paul+van+Dyk,0
4 Non Blondes,5255959,751542,efef848b-63e4-4323-8ef7-69a48fbdd51d,https://www.last.fm/music/4+Non+Blondes,0
The Alan Parsons Project,15766902,750781,f98711e5-06f7-43ed-8239-da0f61a9c460,https://www.last.fm/music/The+Alan+Parsons+Project,0
Keyshia Cole,6760814,750134,ef73e6ed-9096-4ddb-9799-b94874d0ce33,https://www.last.fm/music/Keyshia+Cole,0
Jason Aldean,10814482,750006,f24df11a-7e35-4979-a4db-a3b2a170ce27,https://www.last.fm/music/Jason+Aldean,0
Ace Hood,4688454,748738,986ee464-cf8a-4e59-a71f-74756102067f,https://www.last.fm/music/Ace+Hood,0
Julie London,7374360,748171,e7ee5f13-baf5-4a87-b58b-f871c137d4f5,https://www.last.fm/music/Julie+London,0
A Fine Frenzy,17074788,748116,ccd4426f-aef3-48e3-b04e-2e1de3d1f8d6,https://www.last.fm/music/A+Fine+Frenzy,0
The Mountain Goats,49817063,747737,9639cd52-c351-4a17-9797-58880e95a7ef,https://www.last.fm/music/The+Mountain+Goats,0
The Dead Weather,20206480,746953,334bd887-9044-4c38-aebd-4baab851efb4,https://www.last.fm/music/The+Dead+Weather,0
Cults,14228034,746130,4c671d5a-7027-4398-8055-03e61d1a3967,https://www.last.fm/music/Cults,0
Bob Seger,6778245,745617,aeea3060-05ba-4dda-8c92-3dc899e24ce8,https://www.last.fm/music/Bob+Seger,0
Dirty Pretty Things,10858693,745608,648615ca-ca74-460d-928a-2bae67ae6d14,https://www.last.fm/music/Dirty+Pretty+Things,0
We the Kings,13378720,745252,6ec79457-b06b-4e3b-83f9-9b26fc7a99bc,https://www.last.fm/music/We+the+Kings,0
Badly Drawn Boy,13672804,744940,0881daf1-20df-4a3e-a84f-6476a84bb172,https://www.last.fm/music/Badly+Drawn+Boy,0
Milky Chance,14406096,744224,6d230d98-fb8d-4421-a6e8-daca4e55d53e,https://www.last.fm/music/Milky+Chance,0
Ashley Tisdale,12667682,742740,1fa14a96-c25c-4bb7-b94d-ff453519eab3,https://www.last.fm/music/Ashley+Tisdale,0
Anastacia,9686295,742555,d3b2bec4-b70e-460e-b433-a865ceac2de8,https://www.last.fm/music/Anastacia,0
Talk Talk,12654960,742124,a74f43e4-50c4-4b19-a2ce-c05ce9bccb03,https://www.last.fm/music/Talk+Talk,0
Mat Kearney,11204436,741487,320d40d6-28dd-42d7-b05f-7e6e8d399a2e,https://www.last.fm/music/Mat+Kearney,0
The Antlers,24722451,741411,ff0d20a7-a69e-4207-a18f-ca808759499d,https://www.last.fm/music/The+Antlers,0
The Ataris,13743485,740885,57805d77-f947-4851-b7fb-78baad154451,https://www.last.fm/music/The+Ataris,0
William Fitzsimmons,15525223,740666,4f13e8cb-11aa-4b1a-8bb5-0ad1437dbdee,https://www.last.fm/music/William+Fitzsimmons,0
Le Tigre,13316810,740625,955838b6-ba6c-452f-9642-0ab68bfac926,https://www.last.fm/music/Le+Tigre,0
Glass Animals,27214071,740297,20395131-fbde-43ce-b141-b700cfdae99c,https://www.last.fm/music/Glass+Animals,0
The-Dream,6618435,740200,66a4b9d2-d5a6-40b8-93d5-0bdd1dbb4b43,https://www.last.fm/music/The-Dream,0
Marshmello,15983283,739755,,https://www.last.fm/music/Marshmello,0
Slowdive,36755719,739663,a16371b9-7d36-497a-a9d4-42b0a0440c5e,https://www.last.fm/music/Slowdive,0
Isaac Hayes,5749415,738675,a2361c7d-ddb6-41c1-a9a0-be09fbbb8d21,https://www.last.fm/music/Isaac+Hayes,0
Troye Sivan,36834736,738443,e5712ceb-c37a-4c49-a11c-ccf4e21852d4,https://www.last.fm/music/Troye+Sivan,0
Marshmello,15952261,738442,,https://www.last.fm/music/Marshmello,0
Ladyhawke,14723770,738380,2e547c75-36c1-49d0-984e-b14498c936f0,https://www.last.fm/music/Ladyhawke,0
Leftfield,7903918,738305,369fbad4-6fa4-4dae-9842-a69826cd359d,https://www.last.fm/music/Leftfield,0
12 Stones,11036453,737129,6f81a7dc-be31-4498-ae95-6d994ffec614,https://www.last.fm/music/12+Stones,0
Zebrahead,22306082,736699,4df5d35b-a9d4-4d4f-91f6-bae55693de31,https://www.last.fm/music/Zebrahead,0
George Ezra,15142068,736269,2c5e2a98-d9ea-46b5-9618-d9bb4863a920,https://www.last.fm/music/George+Ezra,0
Carla Bruni,14327765,734804,f90575d1-abcb-42b3-ae32-1849312c26e6,https://www.last.fm/music/Carla+Bruni,0
Carole King,8751870,732644,bf6c29f5-b69f-4842-9031-37f9645d365d,https://www.last.fm/music/Carole+King,0
Asher Roth,7265515,732192,c7d35b71-961e-4713-b65d-35a98591204a,https://www.last.fm/music/Asher+Roth,0
MC Hammer,3417021,731900,cba94150-9113-4017-acc2-a8cc0313a084,https://www.last.fm/music/MC+Hammer,0
Blackstreet,4063837,731523,d72d000b-b860-44f4-9ac1-5d82e3fff9a9,https://www.last.fm/music/Blackstreet,0
Fountains of Wayne,9803047,731522,0f82d6b5-12fb-4569-b047-a00194f572a7,https://www.last.fm/music/Fountains+of+Wayne,0
You Me at Six,30474065,730446,fb4fc5a6-cbe1-45ff-954c-ef45faceb54d,https://www.last.fm/music/You+Me+at+Six,0
Flux Pavilion,8509780,730182,3ce513c5-bdd4-492c-a875-07e0f3e1993b,https://www.last.fm/music/Flux+Pavilion,0
Delerium,12680073,728959,4279aba0-1bde-40a9-8fb2-c63d165dc554,https://www.last.fm/music/Delerium,0
The Pharcyde,10349411,728801,d7134426-a937-43bf-bc54-f10ad8102ed9,https://www.last.fm/music/The+Pharcyde,0
Huey Lewis & The News,7410651,728674,2be6ae30-d220-4419-80da-2a46813ed872,https://www.last.fm/music/Huey+Lewis+&+The+News,0
Kodaline,15181609,725886,74aab3b7-93a5-473c-a729-f975234c58b6,https://www.last.fm/music/Kodaline,0
The Pointer Sisters,4711766,725175,81bac815-97c5-4723-8f0b-4d8edfad1010,https://www.last.fm/music/The+Pointer+Sisters,0
Neon Indian,18856105,724205,e8238c02-1cf0-4a51-bfd0-cee93904d351,https://www.last.fm/music/Neon+Indian,0
G-Eazy,17636283,723716,db48610c-6d8f-4d10-90ca-c4d14bb1a8b1,https://www.last.fm/music/G-Eazy,0
Senses Fail,23188874,723587,b4946461-dacb-4aa9-a77c-7b3231317794,https://www.last.fm/music/Senses+Fail,0
Sugar Ray,6983652,721842,ecc5119f-2ce2-4561-8c36-3aa4dd49e281,https://www.last.fm/music/Sugar+Ray,0
Sleigh Bells,19335074,721737,95f7536d-b2f7-4087-8668-a663ec201f5a,https://www.last.fm/music/Sleigh+Bells,0
Manchester Orchestra,23012931,721613,dd91eb4b-6d08-4c14-9eb2-197a02a35f6c,https://www.last.fm/music/Manchester+Orchestra,0
"""Weird Al"" Yankovic",17761122,721425,7746d775-9550-4360-b8d5-c37bd448ce01,https://www.last.fm/music/%22Weird+Al%22+Yankovic,0
Jack's Mannequin,25963517,719180,2b6514cd-d424-45fe-ab85-bd8719f4492d,https://www.last.fm/music/Jack%27s+Mannequin,0
Godspeed You! Black Emperor,21854034,718592,3648db01-b29d-4ab9-835c-83f6a5068fe4,https://www.last.fm/music/Godspeed+You%21+Black+Emperor,0
Koop,11424797,716359,f969f986-97df-4fa0-8cef-ffccd098ff50,https://www.last.fm/music/Koop,0
Sergei Rachmaninoff,8974158,715631,44b16e44-da77-4580-b851-0d765904573e,https://www.last.fm/music/Sergei+Rachmaninoff,0
Buena Vista Social Club,15338845,715537,2a85ecff-41e9-4be1-aca6-c87054a4c334,https://www.last.fm/music/Buena+Vista+Social+Club,0
Starship,4768400,715341,fbf445c0-11ae-4d3e-af1a-c6e2783e447c,https://www.last.fm/music/Starship,0
Gloria Gaynor,3966901,715126,d5c51c36-ac67-4727-91ed-ee9f0df81a2d,https://www.last.fm/music/Gloria+Gaynor,0
Banks,29803859,714841,faa28a33-5470-4b90-90c3-e71955d93a44,https://www.last.fm/music/Banks,0
Mystery Jets,12296926,714474,0f8bd5a7-c915-4e00-a035-fe3969e9a9b1,https://www.last.fm/music/Mystery+Jets,0
Wyclef Jean,6897394,714079,4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c,https://www.last.fm/music/Wyclef+Jean,0
The Proclaimers,6144168,713873,1303b976-b862-4f04-94fd-a8d444e06714,https://www.last.fm/music/The+Proclaimers,0
Stevie Nicks,8954136,713672,b7f2cca2-72c6-41fb-ae33-53370fc62fe7,https://www.last.fm/music/Stevie+Nicks,0
Alabama Shakes,16676460,712970,40419b33-18e9-4d5a-a674-30b4bb14bac2,https://www.last.fm/music/Alabama+Shakes,0
The Avett Brothers,25167566,711980,0a176d0a-ef46-4e7f-b018-9f4d65614668,https://www.last.fm/music/The+Avett+Brothers,0
Gary Moore,11797120,711735,a8806b5c-3ee0-4277-94d3-1a5427a7707c,https://www.last.fm/music/Gary+Moore,0
Jimmy Cliff,5869239,711566,2caa54a7-b08c-41da-b892-3a41abe778be,https://www.last.fm/music/Jimmy+Cliff,0
God Is An Astronaut,48824929,710368,e9dfc148-d5f6-425e-b80b-f99ed2bd7c09,https://www.last.fm/music/God+Is+An+Astronaut,0
A Flock of Seagulls,5946747,710022,aaa436da-b331-4e58-a0fd-3d64d090c120,https://www.last.fm/music/A+Flock+of+Seagulls,0
Eazy-E,5960698,709924,,https://www.last.fm/music/Eazy-E,0
Them Crooked Vultures,16278624,709830,4bc09c51-5d42-4c93-9ba6-8cc21a0edb8d,https://www.last.fm/music/Them+Crooked+Vultures,0
Chaka Khan,5557588,709661,900e9144-019d-4043-86cb-ec0e127c39d0,https://www.last.fm/music/Chaka+Khan,0
Little Boots,13100820,709526,edbc42ea-6040-4414-8c4c-9eb7d503f64c,https://www.last.fm/music/Little+Boots,0
Felix Mendelssohn,5987367,709394,0e85eb79-1c05-44ba-827c-7b259a3d941a,https://www.last.fm/music/Felix+Mendelssohn,0
5 Seconds of Summer,39907340,709147,830e5c4e-6b7d-431d-86ab-00c751281dc5,https://www.last.fm/music/5+Seconds+of+Summer,0
Pusha T,17271453,708442,14ecd19f-7121-4192-8549-e5056241a42f,https://www.last.fm/music/Pusha+T,0
